Straßenname	ungerade Hausnummer	gerade Hausnummer	Wahlkreis	Ortschaft	Wahlbezirk
Zum Sonnenblick	9-31		2	Engelsdorf	2711
Zum Wald	1-23	2-20	8	Lindenthal	8309
Zum Waldbad	2		7	BöhLindenthalz-Ehrenberg	7401
Zum Wäldchen	4-8		2		2489
Zum Wäldchen	15		2		2439
Zum Wasserturm	1		3	Liebertwolkwitz	3419
Zum Winkel	1-5	2-6B	8	Lützschena-Stahmeln	8200
Zur Alten Bäckerei	7-13	2-14	5		5339
Zur Alten Sandgrube	3		3	Liebertwolkwitz	3409
Zur Alten Schmiede	9-11	4	8	Lindenthal	8309
Zur Alten Weintraube	3-7	2-8	3	Liebertwolkwitz	3419
Zur Bauernwiese	1		8	Lindenthal	8309
Zur Grünen Ecke	1-23		2	Engelsdorf	2711
Zur Heide	2-6		6		6491
Zur Heide	20-104		6		6489
Zur Lehmbahn	5-51	12-32	7	BöhLindenthalz-Ehrenberg	7439
Zur Lindenhöhe	1-11		8	Lindenthal	8311
Zur Lindenhöhe	13-23	6-48	8	Lindenthal	8313
Zur Lindenhöhe	47-59		8	Lindenthal	8312
Zur Loberaue	1-23	18	9	Seehausen	9419
Zur Rodelbahn	1		7	Burghausen	7501
Zur Sägemühle	5-55	2-8	7	BöhLindenthalz-Ehrenberg	7441
Zwenkauer Straße	15-35	32-44	4		4159
Zwergasternweg	1-13	2-12	7	BöhLindenthalz-Ehrenberg	7419
Zwergenweg	1-7	2-12	0		4221
Zwergmispelstraße	1-17		2		2402
Zwickauer Straße	45-59	50-60	0		0241
Zwickauer Straße	61-71		0		4210
Zwickauer Straße	66-78		0		4201
Zwickauer Straße	73-99A		0		4221
Zwickauer Straße	101-115	80-114	0		4209
Zwickauer Straße	118-134		4		4309
Zwickauer Straße	125-131A		4		4329
Zwickauer Straße	136-142		4		4369
Zwiebelweg	1-39	2-36	9	Wiederitzsch	9531
